id,search_query,annotation
10031,корм для стерилизованных котов,B-TYPE O O O
10032,корм для стерилизованных кошек сухой,B-TYPE O O O O
10033,корм для сухой,B-TYPE I-TYPE O
10034,корм для уошеу,B-TYPE O O
10035,корм для. коше,B-TYPE O O
10036,корм доч котят,B-TYPE O O
10037,корм доя котят,B-TYPE O O
10038,корм доя коше,B-TYPE O O
10039,корм доя кошки,B-TYPE O O
10040,корм желе,B-TYPE I-TYPE
10041,корм жид,B-TYPE I-TYPE
10042,корм жидк,B-TYPE I-TYPE
10043,корм жидкий,B-TYPE I-TYPE
10044,корм жидкий в соусе,B-TYPE I-TYPE O O
10045,корм жидкий для котят,B-TYPE I-TYPE O O
10046,корм жля котят,B-TYPE O O
10047,корм котам сухой,B-TYPE I-TYPE O
10048,корм коту,B-TYPE O
10049,корм коту сухой,B-TYPE O O
10050,корм котят,B-TYPE I-TYPE
10051,корм кошачий,B-TYPE I-TYPE
10052,корм кошачий purina one,B-TYPE I-TYPE B-BRAND I-BRAND
10053,корм кошачий мираторг,B-TYPE I-TYPE B-BRAND
10054,корм кошачий сухой,B-TYPE I-TYPE O
10055,корм кошачий сухой perfect fit,B-TYPE I-TYPE O B-BRAND I-BRAND
10056,корм кошачий феликс,B-TYPE I-TYPE B-BRAND
10057,корм кошкам сухой,B-TYPE O O
10058,корм мокрый,B-TYPE I-TYPE
10059,корм мягкий,B-TYPE I-TYPE
10060,корм мягкий для собак,B-TYPE I-TYPE O O
10061,корм паучи для собак,B-TYPE I-TYPE O O
10062,корм паштет,B-TYPE I-TYPE
10063,корм паштет для кошек,B-TYPE I-TYPE O O
10064,корм рагу говя,B-TYPE B-BRAND I-BRAND
10065,корм с cattera,B-TYPE O B-BRAND
10066,корм с курицей,B-TYPE O O
10067,корм собачий,B-TYPE I-TYPE
10068,корм сух,B-TYPE I-TYPE
10069,корм сухой 3кг,B-TYPE I-TYPE B-VOLUME
10070,корм сухой chappi,B-TYPE I-TYPE B-BRAND
10071,корм сухой для котов,B-TYPE I-TYPE O O
10072,корм сухой для кош,B-TYPE I-TYPE O O
10073,корм сухой для кошекц,B-TYPE I-TYPE O O
10074,корм сухой для стери,B-TYPE I-TYPE O O
10075,корм сухой для стерил,B-TYPE I-TYPE O O
10076,корм сухой доя кошек,B-TYPE I-TYPE O O
10077,корм сухой котам,B-TYPE I-TYPE O
10078,корм сухой собачий,B-TYPE I-TYPE O
10079,корм сухой феликс,B-TYPE I-TYPE B-BRAND
10080,корм.,B-TYPE
10081,корма для котят,B-TYPE O O
10082,корма кошкам сухой,B-TYPE O O
10083,кормг,B-TYPE
10084,кормд,B-TYPE
10085,кормз,B-TYPE
10086,кормилица,B-TYPE
10087,кормр,B-TYPE
10088,кормт,B-TYPE
10089,кормхх,B-TYPE
10090,корн,B-TYPE
10091,корнерс,B-BRAND
10092,корнерсы,B-BRAND
10093,корнешены,B-TYPE
10094,корнешоны,B-TYPE
10095,корни,B-TYPE
10096,корнишо,B-TYPE
10097,корнишон,B-TYPE
10098,корнишонв,B-TYPE
10099,корнишонф,B-TYPE
10100,корнишоны,B-TYPE
10101,корнишоны маринованные,B-TYPE I-TYPE
10102,корнишрны,B-TYPE
10103,корнишены,B-TYPE
10104,корнтшоны,B-TYPE
10105,корншоны,B-TYPE
10106,корнюшоны,B-TYPE
10107,коробк,B-TYPE
10108,коробка loum,B-TYPE B-BRAND
10109,коробка louman,B-TYPE B-BRAND
10110,коробка вект,B-TYPE B-BRAND
10111,коробка векто,B-TYPE B-BRAND
10112,коробка вектор,B-TYPE B-BRAND
10113,коробка конфет,B-TYPE I-TYPE
10114,"коробки, корзи",B-TYPE I-TYPE
10115,"коробки, корзин",B-TYPE I-TYPE
10116,"коробки, корзины",B-TYPE I-TYPE
10117,коробок loum,B-TYPE B-BRAND
10118,коробок pione,B-TYPE B-BRAND
10119,коробок pionee,B-TYPE B-BRAND
10120,коробок pioneer,B-TYPE B-BRAND
10121,коров,B-TYPE
10122,корова,B-TYPE
10123,коровеа,B-TYPE
10124,коровен,B-TYPE
10125,коровенка,B-TYPE
10126,коровино варенн,B-BRAND B-TYPE
10127,коровино варенна,B-BRAND B-TYPE
10128,коровк,B-TYPE
10129,коровка из ко,B-BRAND I-BRAND I-BRAND
10130,коровка из кор,B-BRAND I-BRAND O
10131,коровка конфеты мливочные,B-BRAND B-TYPE I-TYPE
10132,коровка с корено,B-BRAND O O
10133,коровка с крошкой,B-BRAND O O
10134,коровкино,B-TYPE
10135,коровкп,B-TYPE
10136,корона,B-BRAND
10137,короткопло,B-TYPE
10138,коротошка,B-TYPE
10139,корох,B-TYPE
10140,корочки,B-TYPE
10141,кортоф,B-TYPE
10142,кортофелб,B-TYPE
10143,кортофелт,B-TYPE
10144,кортофель,B-TYPE
10145,кортофиль,B-TYPE
10146,кортофкль,B-TYPE
10147,кортошка,B-TYPE
10148,кортошку,B-TYPE
10149,корца,B-TYPE
10150,корченые,B-TYPE
10151,корш для пиццы,B-TYPE O O
10152,корюш,B-TYPE
10153,корюшка,B-TYPE
10154,коряобка,B-TYPE
10155,косервы,B-TYPE
10156,косичк,B-TYPE
10157,косичка с картофелем,B-TYPE O O
10158,кослота,B-TYPE
10159,космети,B-TYPE
10160,косметик,B-TYPE
10161,косметич,B-TYPE
10162,косметичи,B-TYPE
10163,косметичк,B-TYPE
10164,косметичка,B-TYPE
10165,косметичка liberha,B-TYPE B-BRAND
10166,косметичка liberhau,B-TYPE B-BRAND
10167,косметички liberhau,B-TYPE B-BRAND
10168,косметички liberhaus,B-TYPE B-BRAND
10169,косметички prima,B-TYPE B-BRAND
10170,косметички primani,B-TYPE B-BRAND
10171,космос удлините,B-BRAND B-TYPE
10172,космос удлинитель,B-BRAND B-TYPE
10173,кост,B-TYPE
10174,кости,B-TYPE
10175,костный,B-TYPE
10176,костромской,B-BRAND
10177,кость,B-TYPE
10178,котаньи,B-TYPE
10179,котгеточка,B-TYPE
10180,котейль,B-TYPE
10181,котлены,B-TYPE
10182,котлет,B-TYPE
10183,котлета,B-TYPE
10184,котлета для бу,B-TYPE O O
10185,котлета для бур,B-TYPE O O
10186,котлета по киевски,B-TYPE O O
10187,котлета под соусом,B-TYPE O O
10188,котлетв,B-TYPE
10189,котлетк,B-TYPE
10190,котлетки,B-TYPE
10191,котлетное,B-TYPE
10192,котлетф,B-TYPE
10193,котлеты,B-TYPE
10194,котлеты готовы,B-TYPE I-TYPE
10195,котлеты готовые,B-TYPE I-TYPE
10196,котлеты для бургеоа,B-TYPE O O
10197,котлеты для бургер,B-TYPE O O
10198,котлеты для гамбургер,B-TYPE O O
10199,котлеты для гамбургера,B-TYPE O O
10200,котлеты замороженны,B-TYPE I-TYPE
10201,котлеты замороженные,B-TYPE I-TYPE
10202,котлеты из индейки,B-TYPE O O
10203,котлеты из кабач,B-TYPE O O
10204,котлеты из раст,B-TYPE O O
10205,котлеты из тре,B-TYPE O O
10206,котлеты по киев,B-TYPE O O
10207,котлеты рыбные,B-TYPE I-TYPE
10208,котлеты с ветчиной,B-TYPE O O
10209,котлеты с ин,B-TYPE O O
10210,котлеты слово мяс,B-TYPE O O
10211,котлеты слово мясника,B-TYPE B-BRAND I-BRAND
10212,котлеты че верг,B-TYPE O O
10213,котлетыг,B-TYPE
10214,котлетыд,B-TYPE
10215,котлеты⁹,B-TYPE
10216,котлетя,B-TYPE
10217,котлеьт,B-TYPE
10218,котлеьты,B-TYPE
10219,котлкты,B-TYPE
10220,котлыты,B-TYPE
10221,котмаркот оладьи,B-BRAND B-TYPE
10222,котоеты,B-TYPE
10223,котрофель,B-TYPE
10224,котфет,B-TYPE
10225,котфы,B-TYPE
10226,котьеты,B-TYPE
10227,коуассан,B-TYPE
10228,коуассаны,B-TYPE
10229,коул,B-BRAND
10230,коутейль,B-TYPE
10231,коф,B-TYPE
10232,кофe молот,B-TYPE I-TYPE
10233,кофe молоты,B-TYPE I-TYPE
10234,кофe молотый,B-TYPE I-TYPE
10235,кофе,B-TYPE
10236,кофе cart noire,B-TYPE B-BRAND I-BRAND
10237,кофе carte noire,B-TYPE B-BRAND I-BRAND
10238,кофе jaco,B-TYPE B-BRAND
10239,кофе jacob,B-TYPE B-BRAND
10240,кофе jacobs,B-TYPE B-BRAND
10241,кофе jardi,B-TYPE B-BRAND
10242,кофе mild fresco,B-TYPE B-BRAND I-BRAND
10243,кофе monarch растворимый,B-TYPE B-BRAND O
10244,кофе nescafe gold,B-TYPE B-BRAND I-BRAND
10245,кофе а зернах,B-TYPE O O
10246,кофе американо,B-TYPE I-TYPE
10247,кофе арабика,B-TYPE I-TYPE
10248,кофе в зëрнах,B-TYPE O O
10249,кофе в зернах,B-TYPE I-TYPE O
10250,кофе в зернах,B-TYPE O O
10251,кофе в п,B-TYPE O O
10252,кофе в пак,B-TYPE O O
10253,кофе для турки,B-TYPE O O
10254,кофе жокей,B-TYPE B-BRAND
10255,кофе жоккей,B-TYPE I-TYPE
10256,кофе зерна,B-TYPE I-TYPE
10257,кофе зерновой,B-TYPE I-TYPE
10258,кофе из из,B-TYPE O O
10259,кофе капсулы,B-TYPE I-TYPE
10260,кофе кара,B-TYPE I-TYPE
10261,кофе карамельный,B-TYPE I-TYPE
10262,кофе крема,B-TYPE I-TYPE
10263,кофе ла крема,B-TYPE B-BRAND I-BRAND
10264,кофе молот,B-TYPE I-TYPE
10265,кофе молоты,B-TYPE I-TYPE
10266,кофе молотый,B-TYPE I-TYPE
10267,кофе монарх,B-TYPE B-BRAND
10268,кофе монарх растворимый,B-TYPE B-BRAND O
10269,кофе на паяхъ,B-TYPE O O
10270,кофе нескафе,B-TYPE B-BRAND
10271,кофе по восточному,B-TYPE O O
10272,кофе растворим,B-TYPE I-TYPE
10273,кофе растворимо,B-TYPE I-TYPE
10274,кофе растворимое,B-TYPE I-TYPE
10275,кофе растворимом,B-TYPE I-TYPE
10276,кофе растворимы,B-TYPE I-TYPE
10277,кофе растворимый якобс,B-TYPE I-TYPE B-BRAND
10278,кофе с пенкой,B-TYPE O O
10279,кофе с собрй,B-TYPE O O
10280,кофе со сли,B-TYPE O O
10281,кофе сублимированный,B-TYPE I-TYPE
10282,кофе три в,B-TYPE I-TYPE O
10283,кофе ы зернах,B-TYPE O O
10284,кофе якобс,B-TYPE B-BRAND
10285,кофе0,B-TYPE
10286,кофев,B-TYPE
10287,кофеварка brau,B-TYPE B-BRAND
10288,кофеварка braun,B-TYPE B-BRAND
10289,кофеварки,B-TYPE
10290,кофеварки polar,B-TYPE B-BRAND
10291,кофеварки polaris,B-TYPE B-BRAND
10292,кофеваро,B-TYPE
10293,кофеварок,B-TYPE
10294,кофее,B-TYPE
10295,кофеин,B-TYPE
10296,кофей,B-TYPE
10297,кофейнвй,B-TYPE
10298,кофейни,B-TYPE
10299,кофейник,B-TYPE
10300,кофейник bod,B-TYPE B-BRAND
10301,кофейник bodu,B-TYPE B-BRAND
10302,кофейник bodum,B-TYPE B-BRAND
10303,кофейник liberha,B-TYPE B-BRAND
10304,кофейник liberhau,B-TYPE B-BRAND
10305,кофейник liberhaus,B-TYPE B-BRAND
10306,кофейник tall,B-TYPE B-BRAND
10307,кофейник talle,B-TYPE B-BRAND
10308,кофейник taller,B-TYPE B-BRAND
10309,кофейник th,B-TYPE B-BRAND
10310,кофейник thu,B-TYPE B-BRAND
10311,кофейник thun,B-TYPE B-BRAND
10312,кофейник vites,B-TYPE B-BRAND
10313,кофейник vitess,B-TYPE B-BRAND
10314,кофейник vitesse,B-TYPE B-BRAND
10315,кофейник м,B-TYPE O
10316,кофейник мфк,B-TYPE B-BRAND
10317,кофейный,B-TYPE
10318,кофейный напит,B-TYPE I-TYPE
10319,кофейня,B-TYPE
10320,кофемолки электрическ,B-TYPE I-TYPE
10321,кофемолки электрически,B-TYPE I-TYPE
10322,кофенйик,B-TYPE
10323,кофеты чио рио,B-TYPE B-BRAND I-BRAND
10324,кофеѳф,B-TYPE
10325,кофи,B-TYPE
10326,кофйный,B-TYPE
10327,кофнеты,B-TYPE
10328,кофты,B-TYPE
10329,кофэ,B-TYPE
10330,кофя,B-TYPE
10331,кохеварок,B-TYPE
10332,кохтеточки,B-TYPE
10333,кочет,B-TYPE
10334,кошачий корм,B-TYPE I-TYPE
10335,кошачий корм влажный,O B-TYPE I-TYPE
10336,кошачий наполнитель,B-TYPE I-TYPE
10337,кошачиц корм сухой,B-TYPE I-TYPE O
10338,кошкам kitty pro,O B-BRAND I-BRAND
10339,коыейный,B-TYPE
10340,коыло,B-TYPE
10341,коылышки,B-TYPE
10342,коылья,B-TYPE
10343,кпалочки,B-TYPE
10344,кпбачки,B-TYPE
10345,кпельмени,B-TYPE
10346,кпижки,B-TYPE
10347,кпоейка,B-TYPE
10348,кпомпот,B-TYPE
10349,кпрбонад,B-TYPE
10350,кпртлшка,B-TYPE
10351,кпртошка,B-TYPE
10352,кпуассан,B-TYPE
10353,кпуста вашня,O O
10354,кпфир,B-TYPE
10355,кпыло,B-TYPE
10356,кпылья,B-TYPE
10357,кр3ассан,B-TYPE
10358,краб в соусе,B-TYPE O O
10359,краб палочки,B-TYPE I-TYPE
10360,крабавые,B-TYPE
10361,крабики,B-TYPE
10362,крабия,B-TYPE
10363,краблвы,B-TYPE
10364,краблвые,B-TYPE
10365,крабо,B-TYPE
10366,крабоа,B-TYPE
10367,крабоаве,B-TYPE
10368,крабоавые,B-TYPE
10369,крабоаые,B-TYPE
10370,крабобы,B-TYPE
10371,крабова,B-TYPE
10372,крабовае,B-TYPE
10373,крабовач,B-TYPE
10374,крабовая палочка,B-TYPE I-TYPE
10375,крабовв,B-TYPE
10376,крабовве,B-TYPE
10377,крабоввн,B-TYPE
10378,крабовле,B-TYPE
10379,крабово,B-TYPE
10380,крабовое,B-TYPE
10381,крабовое мясо,B-TYPE I-TYPE
10382,крабовоеи,B-TYPE
10383,крабоврк,B-TYPE
10384,крабовуе,B-TYPE
10385,крабовы,B-TYPE
10386,крабовыв,B-TYPE
10387,крабовые,B-TYPE
10388,крабовые па,B-TYPE I-TYPE
10389,крабовые палки,B-TYPE I-TYPE
10390,крабовые палочки,B-TYPE I-TYPE
10391,крабовые палочки для,B-TYPE I-TYPE O
10392,крабовые палочки за э,B-TYPE I-TYPE O O
10393,крабовые палочки красная,B-TYPE I-TYPE B-BRAND
10394,крабовые палочки русское море,B-TYPE I-TYPE B-BRAND I-BRAND
10395,крабовые руское море,B-TYPE B-BRAND I-BRAND
10396,крабовые чипсы,B-TYPE I-TYPE
10397,"крабовые,",B-TYPE
10398,крабовые0,B-TYPE
10399,крабовыеж,B-TYPE
10400,крабовыеи,B-TYPE
10401,крабовый салат,B-TYPE I-TYPE
10402,крабовыйг,B-TYPE
10403,крабовык,B-TYPE
10404,крабовын,B-TYPE
10405,крабовых,B-TYPE
10406,крабое,B-TYPE
10407,крабоовы,B-TYPE
10408,краборые,B-TYPE
10409,крабочвые,B-TYPE
10410,крабоые,B-TYPE
10411,крабр,B-TYPE
10412,крабрвые,B-TYPE
10413,крабрвык,B-TYPE
10414,крабровые,B-TYPE
10415,крабрыые,B-TYPE
10416,крабы,B-TYPE
10417,крабывае,B-TYPE
10418,кравай,B-TYPE
10419,кравовы,B-TYPE
10420,краелью,O
10421,краетки,B-TYPE
10422,кразмал,B-TYPE
10423,край каравай,B-BRAND I-BRAND
10424,краковск,B-TYPE
10425,краное виноградое,O O
10426,крапивой,B-TYPE
10427,красители,B-TYPE
10428,краситель,B-TYPE
10429,краск,B-TYPE
10430,краска,B-TYPE
10431,краска seaso,B-TYPE B-BRAND
10432,краска season,B-TYPE B-BRAND
10433,краска бля волос,B-TYPE O O
10434,краска длч врлос,B-TYPE O O
10435,краска для волос черная,B-TYPE O O O
10436,краска для волосу,B-TYPE O O
10437,краска доя волок,B-TYPE O O
10438,краска жля волос,B-TYPE O O
